#   index   ;    x_undf  ;    y_undf  ;    z_undf  ;    ux      ;    uy      ;    uz      ;    eps_x   ;    eps_y   ;    eps_xy  ;    eps_eqv ;    s_x     ;    s_y     ;    s_xy    
 1007.000000;   47.000000;    6.000000;    0.000000;   -0.027509;    0.128820;    0.000000;   -0.050623;    0.199786;    0.000253;    0.200192;   12.367545;  147.927559;   13.720173
 1008.000000;   47.000000;    6.500000;    0.000000;   -0.026932;    0.129821;    0.000000;   -0.055603;    0.200521;    0.000225;    0.200944;    8.539781;  147.193542;   12.180120
 1009.000000;   47.000000;    7.000000;    0.000000;   -0.026356;    0.130825;    0.000000;   -0.059933;    0.200737;    0.000195;    0.201261;    5.098201;  146.212734;   10.553705
 1010.000000;   47.000000;    7.500000;    0.000000;   -0.025786;    0.131829;    0.000000;   -0.063652;    0.200489;    0.000164;    0.201192;    2.027171;  145.021072;    8.892021
 1011.000000;   47.000000;    8.000000;    0.000000;   -0.025224;    0.132830;    0.000000;   -0.066809;    0.199840;    0.000134;    0.200788;   -0.696524;  143.654785;    7.234617
 1012.000000;   47.000000;    8.500000;    0.000000;   -0.024671;    0.133827;    0.000000;   -0.069457;    0.198849;    0.000104;    0.200097;   -3.099931;  142.148315;    5.611190
 1013.000000;   47.000000;    9.000000;    0.000000;   -0.024129;    0.134819;    0.000000;   -0.071649;    0.197573;    0.000075;    0.199165;   -5.211264;  140.533104;    4.043293
 1014.000000;   47.000000;    9.500000;    0.000000;   -0.023599;    0.135803;    0.000000;   -0.073437;    0.196065;    0.000047;    0.198032;   -7.058213;  138.837578;    2.545782
 1015.000000;   47.000000;   10.000000;    0.000000;   -0.023081;    0.136779;    0.000000;   -0.074870;    0.194374;    0.000021;    0.196738;   -8.667213;  137.088921;    1.128035
 1016.000000;   47.000000;   10.500000;    0.000000;   -0.022575;    0.137747;    0.000000;   -0.075999;    0.192555;   -0.000004;    0.195329;  -10.064033;  135.318699;   -0.205460
 1017.000000;   47.000000;   11.000000;    0.000000;   -0.022082;    0.138705;    0.000000;   -0.076882;    0.190673;   -0.000027;    0.193863;  -11.279354;  133.562550;   -1.448285
 1018.000000;   47.000000;   11.500000;    0.000000;   -0.021602;    0.139653;    0.000000;   -0.077555;    0.188711;   -0.000048;    0.192319;  -12.346579;  131.797241;   -2.603967
 1019.000000;   47.500000;    0.500000;    0.000000;   -0.032071;    0.118632;    0.000000;    0.016216;    0.164871;    0.000065;    0.166530;   57.063158;  137.538002;    3.493962
 1020.000000;   47.500000;    1.000000;    0.000000;   -0.031950;    0.119458;    0.000000;    0.013729;    0.166305;    0.000126;    0.167974;   55.435564;  138.033058;    6.811152
 1021.000000;   47.500000;    1.500000;    0.000000;   -0.031753;    0.120295;    0.000000;    0.009769;    0.168558;    0.000181;    0.170225;   52.837428;  138.798180;    9.795438
 1022.000000;   47.500000;    2.000000;    0.000000;   -0.031485;    0.121144;    0.000000;    0.004590;    0.171450;    0.000228;    0.173083;   49.423090;  139.753365;   12.322832
 1023.000000;   47.500000;    2.500000;    0.000000;   -0.031153;    0.122009;    0.000000;   -0.001509;    0.174762;    0.000264;    0.176315;   45.378644;  140.803772;   14.311962
 1024.000000;   47.500000;    3.000000;    0.000000;   -0.030767;    0.122892;    0.000000;   -0.008209;    0.178270;    0.000291;    0.179693;   40.900752;  141.852005;   15.726624
 1025.000000;   47.500000;    3.500000;    0.000000;   -0.030334;    0.123792;    0.000000;   -0.015206;    0.181764;    0.000306;    0.183015;   36.178267;  142.808739;   16.572119
 1026.000000;   47.500000;    4.000000;    0.000000;   -0.029862;    0.124709;    0.000000;   -0.022235;    0.185063;    0.000312;    0.186121;   31.378950;  143.600258;   16.887081
 1027.000000;   47.500000;    4.500000;    0.000000;   -0.029362;    0.125642;    0.000000;   -0.029077;    0.188029;    0.000309;    0.188895;   26.641804;  144.172451;   16.733069
 1028.000000;   47.500000;    5.000000;    0.000000;   -0.028839;    0.126590;    0.000000;   -0.035566;    0.190565;    0.000299;    0.191265;   22.074347;  144.491566;   16.184098
 1029.000000;   47.500000;    5.500000;    0.000000;   -0.028301;    0.127548;    0.000000;   -0.041591;    0.192617;    0.000283;    0.193195;   17.753496;  144.542717;   15.317692
 1030.000000;   47.500000;    6.000000;    0.000000;   -0.027753;    0.128516;    0.000000;   -0.047082;    0.194162;    0.000262;    0.194676;   13.728774;  144.326824;   14.208327
 1031.000000;   47.500000;    6.500000;    0.000000;   -0.027200;    0.129490;    0.000000;   -0.052008;    0.195206;    0.000239;    0.195720;   10.026762;  143.856998;   12.923367
 1032.000000;   47.500000;    7.000000;    0.000000;   -0.026647;    0.130468;    0.000000;   -0.056368;    0.195775;    0.000213;    0.196356;    6.656021;  143.154819;   11.521121
 1033.000000;   47.500000;    7.500000;    0.000000;   -0.026095;    0.131448;    0.000000;   -0.060180;    0.195910;    0.000186;    0.196619;    3.611904;  142.246952;   10.050405
 1034.000000;   47.500000;    8.000000;    0.000000;   -0.025549;    0.132427;    0.000000;   -0.063476;    0.195655;    0.000158;    0.196551;    0.880871;  141.162327;    8.551010
 1035.000000;   47.500000;    8.500000;    0.000000;   -0.025010;    0.133404;    0.000000;   -0.066296;    0.195060;    0.000130;    0.196194;   -1.555923;  139.929901;    7.054609
 1036.000000;   47.500000;    9.000000;    0.000000;   -0.024480;    0.134377;    0.000000;   -0.068681;    0.194173;    0.000103;    0.195586;   -3.719858;  138.577118;    5.585709
 1037.000000;   47.500000;    9.500000;    0.000000;   -0.023959;    0.135346;    0.000000;   -0.070674;    0.193039;    0.000077;    0.194765;   -5.632809;  137.128967;    4.162311
 1038.000000;   47.500000;   10.000000;    0.000000;   -0.023448;    0.136308;    0.000000;   -0.072315;    0.191698;    0.000052;    0.193762;   -7.315783;  135.608101;    2.795518
 1039.000000;   47.500000;   10.500000;    0.000000;   -0.022949;    0.137263;    0.000000;   -0.073640;    0.190191;    0.000027;    0.192609;   -8.787986;  134.037830;    1.487708
 1040.000000;   47.500000;   11.000000;    0.000000;   -0.022461;    0.138210;    0.000000;   -0.074689;    0.188589;    0.000004;    0.191367;  -10.063123;  132.462982;    0.229322
 1041.000000;   47.500000;   11.500000;    0.000000;   -0.021985;    0.139149;    0.000000;   -0.075535;    0.187035;   -0.000018;    0.190175;  -11.161461;  130.981747;   -0.955463
 1042.000000;   48.000000;    0.500000;    0.000000;   -0.031998;    0.118616;    0.000000;    0.013141;    0.161744;    0.000058;    0.162721;   53.744724;  134.191509;    3.166728
 1043.000000;   48.000000;    1.000000;    0.000000;   -0.031888;    0.119427;    0.000000;    0.011020;    0.162971;    0.000114;    0.163989;   52.357788;  134.617363;    6.192012
 1044.000000;   48.000000;    1.500000;    0.000000;   -0.031709;    0.120246;    0.000000;    0.007627;    0.164912;    0.000165;    0.165979;   50.134167;  135.280636;    8.949036
 1045.000000;   48.000000;    2.000000;    0.000000;   -0.031465;    0.121076;    0.000000;    0.003158;    0.167424;    0.000209;    0.168531;   47.192879;  136.118912;   11.333297
 1046.000000;   48.000000;    2.500000;    0.000000;   -0.031162;    0.121920;    0.000000;   -0.002153;    0.170338;    0.000245;    0.171456;   43.678793;  137.057281;   13.271281
 1047.000000;   48.000000;    3.000000;    0.000000;   -0.030807;    0.122780;    0.000000;   -0.008053;    0.173473;    0.000272;    0.174563;   39.747484;  138.017273;   14.723821
 1048.000000;   48.000000;    3.500000;    0.000000;   -0.030407;    0.123655;    0.000000;   -0.014296;    0.176656;    0.000290;    0.177679;   35.552092;  138.924671;   15.684961
 1049.000000;   48.000000;    4.000000;    0.000000;   -0.029969;    0.124546;    0.000000;   -0.020656;    0.179734;    0.000299;    0.180660;   31.233461;  139.715313;   16.176999
 1050.000000;   48.000000;    4.500000;    0.000000;   -0.029501;    0.125452;    0.000000;   -0.026942;    0.182579;    0.000300;    0.183396;   26.913724;  140.338593;   16.243119
 1051.000000;   48.000000;    5.000000;    0.000000;   -0.029010;    0.126372;    0.000000;   -0.032997;    0.185098;    0.000294;    0.185812;   22.692881;  140.758919;   15.939276
 1052.000000;   48.000000;    5.500000;    0.000000;   -0.028501;    0.127303;    0.000000;   -0.038705;    0.187225;    0.000283;    0.187860;   18.647707;  140.955513;   15.326836
 1053.000000;   48.000000;    6.000000;    0.000000;   -0.027980;    0.128244;    0.000000;   -0.043988;    0.188926;    0.000267;    0.189517;   14.832464;  140.921078;   14.466922
 1054.000000;   48.000000;    6.500000;    0.000000;   -0.027452;    0.129193;    0.000000;   -0.048801;    0.190190;    0.000248;    0.190783;   11.281063;  140.659645;   13.416762
 1055.000000;   48.000000;    7.000000;    0.000000;   -0.026920;    0.130146;    0.000000;   -0.053126;    0.191029;    0.000226;    0.191670;    8.010311;  140.184013;   12.227764
 1056.000000;   48.000000;    7.500000;    0.000000;   -0.026388;    0.131103;    0.000000;   -0.056966;    0.191466;    0.000202;    0.192205;    5.023721;  139.513050;   10.944800
 1057.000000;   48.000000;    8.000000;    0.000000;   -0.025859;    0.132061;    0.000000;   -0.060341;    0.191535;    0.000177;    0.192420;    2.315322;  138.669189;    9.606181
 1058.000000;   48.000000;    8.500000;    0.000000;   -0.025334;    0.133018;    0.000000;   -0.063278;    0.191275;    0.000152;    0.192349;   -0.126977;  137.676212;    8.244000
 1059.000000;   48.000000;    9.000000;    0.000000;   -0.024816;    0.133974;    0.000000;   -0.065809;    0.190726;    0.000127;    0.192027;   -2.318625;  136.557404;    6.884616
 1060.000000;   48.000000;    9.500000;    0.000000;   -0.024305;    0.134925;    0.000000;   -0.067967;    0.189923;    0.000103;    0.191486;   -4.276204;  135.333614;    5.549007
 1061.000000;   48.000000;   10.000000;    0.000000;   -0.023804;    0.135873;    0.000000;   -0.069781;    0.188896;    0.000079;    0.190746;   -6.015543;  134.020340;    4.252682
 1062.000000;   48.000000;   10.500000;    0.000000;   -0.023311;    0.136814;    0.000000;   -0.071271;    0.187656;    0.000055;    0.189811;   -7.550044;  132.621086;    3.003390
 1063.000000;   48.000000;   11.000000;    0.000000;   -0.022829;    0.137749;    0.000000;   -0.072440;    0.186180;    0.000033;    0.188648;   -8.888730;  131.116119;    1.794997
 1064.000000;   48.000000;   11.500000;    0.000000;   -0.022357;    0.138676;    0.000000;   -0.073295;    0.184456;    0.000011;    0.187240;  -10.039366;  129.494995;    0.612787
 1065.000000;   48.500000;    0.500000;    0.000000;   -0.031939;    0.118603;    0.000000;    0.010337;    0.158927;    0.000053;    0.159328;   50.727895;  131.167927;    2.885695
 1066.000000;   48.500000;    1.000000;    0.000000;   -0.031840;    0.119399;    0.000000;    0.008508;    0.159988;    0.000105;    0.160448;   49.533271;  131.537315;    5.657729
 1067.000000;   48.500000;    1.500000;    0.000000;   -0.031676;    0.120202;    0.000000;    0.005576;    0.161672;    0.000152;    0.162217;   47.612704;  132.115807;    8.212265
 1068.000000;   48.500000;    2.000000;    0.000000;   -0.031453;    0.121016;    0.000000;    0.001693;    0.163866;    0.000193;    0.164503;   45.060655;  132.853657;   10.460269
 1069.000000;   48.500000;    2.500000;    0.000000;   -0.031175;    0.121841;    0.000000;   -0.002954;    0.166436;    0.000228;    0.167151;   41.991413;  133.691097;   12.335069
 1070.000000;   48.500000;    3.000000;    0.000000;   -0.030847;    0.122680;    0.000000;   -0.008164;    0.169237;    0.000255;    0.170002;   38.528080;  134.565022;   13.796586
 1071.000000;   48.500000;    3.500000;    0.000000;   -0.030476;    0.123533;    0.000000;   -0.013740;    0.172128;    0.000274;    0.172908;   34.793823;  135.414474;   14.832054
 1072.000000;   48.500000;    4.000000;    0.000000;   -0.030069;    0.124401;    0.000000;   -0.019494;    0.174980;    0.000285;    0.175742;   30.905519;  136.184711;   15.453149
 1073.000000;   48.500000;    4.500000;    0.000000;   -0.029631;    0.125283;    0.000000;   -0.025256;    0.177681;    0.000290;    0.178406;   26.969186;  136.829819;   15.690368
 1074.000000;   48.500000;    5.000000;    0.000000;   -0.029169;    0.126178;    0.000000;   -0.030885;    0.180138;    0.000288;    0.180821;   23.076576;  137.314354;   15.586286
 1075.000000;   48.500000;    5.500000;    0.000000;   -0.028688;    0.127085;    0.000000;   -0.036264;    0.182284;    0.000281;    0.182933;   19.302603;  137.614075;   15.189174
 1076.000000;   48.500000;    6.000000;    0.000000;   -0.028193;    0.128001;    0.000000;   -0.041309;    0.184075;    0.000269;    0.184711;   15.703855;  137.715927;   14.548231
 1077.000000;   48.500000;    6.500000;    0.000000;   -0.027688;    0.128925;    0.000000;   -0.045965;    0.185489;    0.000253;    0.186139;   12.318705;  137.617153;   13.710665
 1078.000000;   48.500000;    7.000000;    0.000000;   -0.027178;    0.129856;    0.000000;   -0.050205;    0.186525;    0.000235;    0.187221;    9.169224;  137.323715;   12.720327
 1079.000000;   48.500000;    7.500000;    0.000000;   -0.026665;    0.130791;    0.000000;   -0.054022;    0.187196;    0.000215;    0.187973;    6.264414;  136.848186;   11.617095
 1080.000000;   48.500000;    8.000000;    0.000000;   -0.026153;    0.131728;    0.000000;   -0.057423;    0.187525;    0.000193;    0.188420;    3.603749;  136.207542;   10.436620
 1081.000000;   48.500000;    8.500000;    0.000000;   -0.025643;    0.132666;    0.000000;   -0.060429;    0.187544;    0.000170;    0.188592;    1.180329;  135.421093;    9.210221
 1082.000000;   48.500000;    9.000000;    0.000000;   -0.025138;    0.133603;    0.000000;   -0.063062;    0.187284;    0.000147;    0.188519;   -1.016527;  134.508739;    7.965061
 1083.000000;   48.500000;    9.500000;    0.000000;   -0.024639;    0.134539;    0.000000;   -0.065348;    0.186776;    0.000124;    0.188231;   -2.999080;  133.489159;    6.724621
 1084.000000;   48.500000;   10.000000;    0.000000;   -0.024146;    0.135471;    0.000000;   -0.067311;    0.186047;    0.000102;    0.187747;   -4.779213;  132.376976;    5.509573
 1085.000000;   48.500000;   10.500000;    0.000000;   -0.023662;    0.136399;    0.000000;   -0.068964;    0.185107;    0.000080;    0.187074;   -6.366164;  131.176544;    4.340174
 1086.000000;   48.500000;   11.000000;    0.000000;   -0.023186;    0.137322;    0.000000;   -0.070306;    0.183919;    0.000060;    0.186165;   -7.767174;  129.858791;    3.235559
 1087.000000;   48.500000;   11.500000;    0.000000;   -0.022718;    0.138238;    0.000000;   -0.071285;    0.182422;    0.000040;    0.184940;   -8.957074;  128.387854;    2.171554
 1088.000000;   49.000000;    0.500000;    0.000000;   -0.031894;    0.118590;    0.000000;    0.007768;    0.156376;    0.000049;    0.156287;   47.971630;  128.421034;    2.641460
 1089.000000;   49.000000;    1.000000;    0.000000;   -0.031803;    0.119373;    0.000000;    0.006173;    0.157302;    0.000096;    0.157285;   46.930292;  128.744453;    5.192397
 1090.000000;   49.000000;    1.500000;    0.000000;   -0.031654;    0.120163;    0.000000;    0.003615;    0.158775;    0.000140;    0.158865;   45.255781;  129.252205;    7.567440
 1091.000000;   49.000000;    2.000000;    0.000000;   -0.031448;    0.120961;    0.000000;    0.000220;    0.160701;    0.000179;    0.160920;   43.026682;  129.903301;    9.689226
 1092.000000;   49.000000;    2.500000;    0.000000;   -0.031192;    0.121770;    0.000000;   -0.003861;    0.162971;    0.000212;    0.163318;   40.334438;  130.649559;   11.495889
 1093.000000;   49.000000;    3.000000;    0.000000;   -0.030889;    0.122591;    0.000000;   -0.008472;    0.165472;    0.000239;    0.165928;   37.275265;  131.440659;   12.946840
 1094.000000;   49.000000;    3.500000;    0.000000;   -0.030544;    0.123425;    0.000000;   -0.013457;    0.168091;    0.000259;    0.168625;   33.946014;  132.227657;   14.025369
 1095.000000;   49.000000;    4.000000;    0.000000;   -0.030164;    0.124272;    0.000000;   -0.018662;    0.170721;    0.000272;    0.171302;   30.441743;  132.964989;   14.736905
 1096.000000;   49.000000;    4.500000;    0.000000;   -0.029754;    0.125132;    0.000000;   -0.023942;    0.173264;    0.000279;    0.173868;   26.853577;  133.612022;   15.104194
 1097.000000;   49.000000;    5.000000;    0.000000;   -0.029319;    0.126004;    0.000000;   -0.029165;    0.175634;    0.000280;    0.176250;   23.265683;  134.134445;   15.160647
 1098.000000;   49.000000;    5.500000;    0.000000;   -0.028863;    0.126888;    0.000000;   -0.034216;    0.177761;    0.000276;    0.178389;   19.751225;  134.505882;   14.944392
 1099.000000;   49.000000;    6.000000;    0.000000;   -0.028393;    0.127782;    0.000000;   -0.039008;    0.179594;    0.000268;    0.180242;   16.368329;  134.709084;   14.494008
 1100.000000;   49.000000;    6.500000;    0.000000;   -0.027911;    0.128684;    0.000000;   -0.043479;    0.181103;    0.000256;    0.181787;   13.157856;  134.736176;   13.846918
 1101.000000;   49.000000;    7.000000;    0.000000;   -0.027422;    0.129593;    0.000000;   -0.047597;    0.182278;    0.000241;    0.183015;   10.144495;  134.587933;   13.039022
 1102.000000;   49.000000;    7.500000;    0.000000;   -0.026928;    0.130507;    0.000000;   -0.051347;    0.183125;    0.000224;    0.183938;    7.340152;  134.272003;   12.104696
 1103.000000;   49.000000;    8.000000;    0.000000;   -0.026433;    0.131424;    0.000000;   -0.054731;    0.183658;    0.000205;    0.184573;    4.747766;  133.800880;   11.076208
 1104.000000;   49.000000;    8.500000;    0.000000;   -0.025938;    0.132344;    0.000000;   -0.057762;    0.183903;    0.000184;    0.184945;    2.364199;  133.190109;    9.983190
 1105.000000;   49.000000;    9.000000;    0.000000;   -0.025446;    0.133263;    0.000000;   -0.060456;    0.183884;    0.000164;    0.185084;    0.182350;  132.456894;    8.852377
 1106.000000;   49.000000;    9.500000;    0.000000;   -0.024959;    0.134182;    0.000000;   -0.062835;    0.183633;    0.000142;    0.185017;   -1.806846;  131.619324;    7.708001
 1107.000000;   49.000000;   10.000000;    0.000000;   -0.024477;    0.135100;    0.000000;   -0.064920;    0.183179;    0.000121;    0.184774;   -3.612493;  130.696644;    6.572884
 1108.000000;   49.000000;   10.500000;    0.000000;   -0.024001;    0.136014;    0.000000;   -0.066732;    0.182558;    0.000101;    0.184386;   -5.242093;  129.711693;    5.470443
 1109.000000;   49.000000;   11.000000;    0.000000;   -0.023532;    0.136925;    0.000000;   -0.068289;    0.181825;    0.000082;    0.183903;   -6.695379;  128.704460;    4.433548
 1110.000000;   49.000000;   11.500000;    0.000000;   -0.023070;    0.137832;    0.000000;   -0.069599;    0.180943;    0.000064;    0.183280;   -7.989679;  127.642063;    3.464301
 1111.000000;   49.500000;    0.500000;    0.000000;   -0.031862;    0.118578;    0.000000;    0.005405;    0.154052;    0.000045;    0.153549;   45.443316;  125.913681;    2.425927
 1112.000000;   49.500000;    1.000000;    0.000000;   -0.031778;    0.119350;    0.000000;    0.003993;    0.154873;    0.000088;    0.154445;   44.521099;  126.200251;    4.782607
 1113.000000;   49.500000;    1.500000;    0.000000;   -0.031640;    0.120127;    0.000000;    0.001737;    0.156173;    0.000129;    0.155867;   43.044872;  126.649101;    7.000008
 1114.000000;   49.500000;    2.000000;    0.000000;   -0.031451;    0.120912;    0.000000;   -0.001248;    0.157870;    0.000166;    0.157719;   41.085886;  127.224695;    9.008390
 1115.000000;   49.500000;    2.500000;    0.000000;   -0.031214;    0.121706;    0.000000;   -0.004840;    0.159876;    0.000199;    0.159892;   38.717941;  127.887592;   10.747270
 1116.000000;   49.500000;    3.000000;    0.000000;   -0.030932;    0.122511;    0.000000;   -0.008923;    0.162103;    0.000225;    0.162274;   36.012865;  128.598763;   12.174861
 1117.000000;   49.500000;    3.500000;    0.000000;   -0.030611;    0.123327;    0.000000;   -0.013380;    0.164468;    0.000245;    0.164765;   33.042409;  129.320625;   13.272227
 1118.000000;   49.500000;    4.000000;    0.000000;   -0.030256;    0.124155;    0.000000;   -0.018090;    0.166884;    0.000259;    0.167276;   29.881029;  130.016941;   14.042467
 1119.000000;   49.500000;    4.500000;    0.000000;   -0.029871;    0.124996;    0.000000;   -0.022930;    0.169267;    0.000268;    0.169731;   26.605949;  130.652466;   14.504775
 1120.000000;   49.500000;    5.000000;    0.000000;   -0.029461;    0.125848;    0.000000;   -0.027776;    0.171537;    0.000271;    0.172059;   23.295527;  131.194416;   14.687854
 1121.000000;   49.500000;    5.500000;    0.000000;   -0.029030;    0.126711;    0.000000;   -0.032513;    0.173621;    0.000270;    0.174198;   20.023278;  131.614792;   14.622184
 1122.000000;   49.500000;    6.000000;    0.000000;   -0.028583;    0.127584;    0.000000;   -0.037048;    0.175462;    0.000265;    0.176095;   16.849756;  131.892876;   14.336967
 1123.000000;   49.500000;    6.500000;    0.000000;   -0.028123;    0.128466;    0.000000;   -0.041317;    0.177024;    0.000256;    0.177718;   13.817153;  132.016972;   13.859478
 1124.000000;   49.500000;    7.000000;    0.000000;   -0.027654;    0.129354;    0.000000;   -0.045285;    0.178292;    0.000244;    0.179055;   10.949737;  131.983871;   13.217561
 1125.000000;   49.500000;    7.500000;    0.000000;   -0.027179;    0.130249;    0.000000;   -0.048935;    0.179266;    0.000230;    0.180108;    8.259691;  131.797470;   12.439968
 1126.000000;   49.500000;    8.000000;    0.000000;   -0.026700;    0.131147;    0.000000;   -0.052267;    0.179956;    0.000213;    0.180891;    5.751853;  131.466537;   11.555541
 1127.000000;   49.500000;    8.500000;    0.000000;   -0.026221;    0.132048;    0.000000;   -0.055285;    0.180378;    0.000196;    0.181426;    3.425842;  131.003040;   10.591434
 1128.000000;   49.500000;    9.000000;    0.000000;   -0.025742;    0.132951;    0.000000;   -0.058003;    0.180555;    0.000177;    0.181737;    1.277183;  130.421402;    9.572872
 1129.000000;   49.500000;    9.500000;    0.000000;   -0.025267;    0.133854;    0.000000;   -0.060437;    0.180513;    0.000157;    0.181851;   -0.701118;  129.738091;    8.522907
 1130.000000;   49.500000;   10.000000;    0.000000;   -0.024796;    0.134756;    0.000000;   -0.062607;    0.180282;    0.000138;    0.181801;   -2.516403;  128.972702;    7.462674
 1131.000000;   49.500000;   10.500000;    0.000000;   -0.024329;    0.135657;    0.000000;   -0.064535;    0.179903;    0.000118;    0.181626;   -4.174902;  128.152697;    6.411160
 1132.000000;   49.500000;   11.000000;    0.000000;   -0.023869;    0.136555;    0.000000;   -0.066248;    0.179440;    0.000099;    0.181383;   -5.682223;  127.321726;    5.380412
 1133.000000;   49.500000;   11.500000;    0.000000;   -0.023414;    0.137451;    0.000000;   -0.067762;    0.178966;    0.000082;    0.181150;   -7.032113;  126.535139;    4.454644
 1134.000000;   50.000000;    0.500000;    0.000000;   -0.031840;    0.118568;    0.000000;    0.003228;    0.151927;    0.000041;    0.151072;   43.117748;  123.616222;    2.231754
 1135.000000;   50.000000;    1.000000;    0.000000;   -0.031763;    0.119329;    0.000000;    0.001947;    0.152669;    0.000082;    0.151887;   42.280621;  123.874044;    4.416598
 1136.000000;   50.000000;    1.500000;    0.000000;   -0.031636;    0.120095;    0.000000;   -0.000071;    0.153830;    0.000120;    0.153178;   40.959569;  124.274052;    6.498200
 1137.000000;   50.000000;    2.000000;    0.000000;   -0.031461;    0.120867;    0.000000;   -0.002708;    0.155330;    0.000155;    0.154854;   39.228847;  124.783024;    8.408732
 1138.000000;   50.000000;    2.500000;    0.000000;   -0.031240;    0.121648;    0.000000;   -0.005868;    0.157097;    0.000186;    0.156820;   37.146843;  125.368507;   10.084353
 1139.000000;   50.000000;    3.000000;    0.000000;   -0.030978;    0.122438;    0.000000;   -0.009475;    0.159071;    0.000212;    0.158984;   34.758240;  126.001472;   11.480191
 1140.000000;   50.000000;    3.500000;    0.000000;   -0.030678;    0.123239;    0.000000;   -0.013453;    0.161194;    0.000232;    0.161270;   32.110219;  126.656286;   12.577727
 1141.000000;   50.000000;    4.000000;    0.000000;   -0.030345;    0.124050;    0.000000;   -0.017714;    0.163404;    0.000247;    0.163611;   29.256491;  127.305689;   13.379508
 1142.000000;   50.000000;    4.500000;    0.000000;   -0.029983;    0.124873;    0.000000;   -0.022157;    0.165631;    0.000257;    0.165944;   26.260691;  127.920279;   13.906516
 1143.000000;   50.000000;    5.000000;    0.000000;   -0.029596;    0.125706;    0.000000;   -0.026663;    0.167797;    0.000262;    0.168205;   23.197467;  128.468927;   14.185601
 1144.000000;   50.000000;    5.500000;    0.000000;   -0.029189;    0.126551;    0.000000;   -0.031111;    0.169825;    0.000263;    0.170327;   20.144547;  128.921797;   14.244366
 1145.000000;   50.000000;    6.000000;    0.000000;   -0.028764;    0.127405;    0.000000;   -0.035395;    0.171652;    0.000260;    0.172246;   17.169810;  129.255638;   14.101819
 1146.000000;   50.000000;    6.500000;    0.000000;   -0.028324;    0.128267;    0.000000;   -0.039452;    0.173238;    0.000254;    0.173921;   14.314725;  129.454891;   13.775034
 1147.000000;   50.000000;    7.000000;    0.000000;   -0.027875;    0.129137;    0.000000;   -0.043250;    0.174564;    0.000245;    0.175334;   11.599447;  129.513851;   13.282845
 1148.000000;   50.000000;    7.500000;    0.000000;   -0.027417;    0.130013;    0.000000;   -0.046778;    0.175628;    0.000234;    0.176486;    9.032989;  129.433258;   12.649618
 1149.000000;   50.000000;    8.000000;    0.000000;   -0.026955;    0.130893;    0.000000;   -0.050029;    0.176435;    0.000220;    0.177387;    6.621338;  129.218227;   11.900968
 1150.000000;   50.000000;    8.500000;    0.000000;   -0.026491;    0.131777;    0.000000;   -0.053003;    0.176994;    0.000204;    0.178050;    4.367616;  128.877254;   11.061539
 1151.000000;   50.000000;    9.000000;    0.000000;   -0.026026;    0.132663;    0.000000;   -0.055709;    0.177323;    0.000188;    0.178497;    2.268362;  128.420925;   10.153165
 1152.000000;   50.000000;    9.500000;    0.000000;   -0.025563;    0.133550;    0.000000;   -0.058162;    0.177442;    0.000170;    0.178751;    0.317873;  127.862812;    9.197701
 1153.000000;   50.000000;   10.000000;    0.000000;   -0.025103;    0.134438;    0.000000;   -0.060377;    0.177374;    0.000152;    0.178839;   -1.490095;  127.217213;    8.214135
 1154.000000;   50.000000;   10.500000;    0.000000;   -0.024646;    0.135324;    0.000000;   -0.062368;    0.177138;    0.000133;    0.178780;   -3.160975;  126.496387;    7.218598
 1155.000000;   50.000000;   11.000000;    0.000000;   -0.024195;    0.136209;    0.000000;   -0.064140;    0.176741;    0.000115;    0.178580;   -4.698927;  125.703138;    6.225594
 1156.000000;   50.000000;   11.500000;    0.000000;   -0.023748;    0.137092;    0.000000;   -0.065705;    0.176245;    0.000097;    0.178292;   -6.095454;  124.884861;    5.245952
 1157.000000;   50.500000;    0.500000;    0.000000;   -0.031829;    0.118558;    0.000000;    0.001220;    0.149978;    0.000038;    0.148825;   40.975576;  121.506409;    2.053250
 1158.000000;   50.500000;    1.000000;    0.000000;   -0.031759;    0.119309;    0.000000;    0.000016;    0.150667;    0.000075;    0.149581;   40.186020;  121.741783;    4.085637
 1159.000000;   50.500000;    1.500000;    0.000000;   -0.031641;    0.120065;    0.000000;   -0.001828;    0.151718;    0.000112;    0.150763;   38.976335;  122.099173;    6.053377
 1160.000000;   50.500000;    2.000000;    0.000000;   -0.031478;    0.120827;    0.000000;   -0.004162;    0.153044;    0.000146;    0.152284;   37.444135;  122.548309;    7.884398
 1161.000000;   50.500000;    2.500000;    0.000000;   -0.031272;    0.121595;    0.000000;   -0.006925;    0.154590;    0.000176;    0.154056;   35.623928;  123.060940;    9.501777
 1162.000000;   50.500000;    3.000000;    0.000000;   -0.031027;    0.122372;    0.000000;   -0.010097;    0.156327;    0.000201;    0.156011;   33.524527;  123.618702;   10.861101
 1163.000000;   50.500000;    3.500000;    0.000000;   -0.030746;    0.123159;    0.000000;   -0.013639;    0.158221;    0.000221;    0.158095;   31.167659;  124.204220;   11.944364
 1164.000000;   50.500000;    4.000000;    0.000000;   -0.030433;    0.123955;    0.000000;   -0.017483;    0.160230;    0.000236;    0.160261;   28.597207;  124.802732;   12.758622
 1165.000000;   50.500000;    4.500000;    0.000000;   -0.030092;    0.124761;    0.000000;   -0.021567;    0.162300;    0.000246;    0.162460;   25.849417;  125.386650;   13.320338
